,Unnamed: 0,school,sex,age,famsize,Pstatus,Medu,Fedu,traveltime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,location,study_time
355,355,MS,F,18,GT3,T,3,3,1,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,Urban,2 to 5 hours
356,356,MS,F,17,GT3,T,4,4,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,Rural,2 to 5 hours
357,357,MS,F,17,LE3,A,3,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,Urban,2 to 5 hours
358,358,MS,M,18,LE3,T,1,1,2,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,Urban,<2 hours
359,359,MS,F,18,LE3,T,1,1,2,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,Urban,5 to 10 hours
360,360,MS,F,18,LE3,A,1,4,3,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,Rural,2 to 5 hours
361,361,MS,M,18,LE3,T,1,1,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,Rural,2 to 5 hours
362,362,MS,F,18,GT3,T,3,3,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,Urban,2 to 5 hours
363,363,MS,F,17,LE3,T,4,4,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,Urban,2 to 5 hours
364,364,MS,F,17,GT3,T,1,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,Rural,2 to 5 hours
365,365,MS,M,18,GT3,T,1,3,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,Rural,2 to 5 hours
366,366,MS,M,18,LE3,T,4,4,2,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,Urban,5 to 10 hours
367,367,MS,F,17,GT3,T,1,1,3,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,Rural,<2 hours
368,368,MS,F,18,GT3,T,2,3,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,Urban,<2 hours
369,369,MS,F,18,GT3,T,4,4,3,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,Rural,2 to 5 hours
370,370,MS,F,19,LE3,T,3,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,Urban,2 to 5 hours
371,371,MS,M,18,LE3,T,1,2,3,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,Rural,<2 hours
372,372,MS,F,17,GT3,T,2,2,1,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,Urban,5 to 10 hours
373,373,MS,F,17,GT3,T,1,2,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,Rural,<2 hours
374,374,MS,F,18,LE3,T,4,4,2,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,Rural,5 to 10 hours
375,375,MS,F,18,GT3,T,1,1,4,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,Rural,5 to 10 hours
376,376,MS,F,20,GT3,T,4,2,2,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,Urban,5 to 10 hours
377,377,MS,F,18,LE3,T,4,4,1,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,Rural,2 to 5 hours
378,378,MS,F,18,GT3,T,3,3,1,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,Urban,2 to 5 hours
379,379,MS,F,17,GT3,T,3,1,1,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,Rural,2 to 5 hours
380,380,MS,M,18,GT3,T,4,4,1,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,Urban,2 to 5 hours
381,381,MS,M,18,GT3,T,2,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,Rural,<2 hours
382,382,MS,M,17,GT3,T,2,3,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,Urban,2 to 5 hours
383,383,MS,M,19,GT3,T,1,1,2,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,Rural,<2 hours
384,384,MS,M,18,GT3,T,4,2,2,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,Rural,<2 hours
385,385,MS,F,18,GT3,T,2,2,2,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,Rural,5 to 10 hours
386,386,MS,F,18,GT3,T,4,4,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,Rural,<2 hours
387,387,MS,F,19,GT3,T,2,3,1,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,Rural,5 to 10 hours
388,388,MS,F,18,LE3,T,3,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,Urban,2 to 5 hours
389,389,MS,F,18,GT3,T,1,1,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,Urban,2 to 5 hours
390,390,MS,M,20,LE3,A,2,2,1,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,Urban,2 to 5 hours
391,391,MS,M,17,LE3,T,3,1,2,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,Urban,<2 hours
392,392,MS,M,21,GT3,T,1,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,Rural,<2 hours
393,393,MS,M,18,LE3,T,3,2,3,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,Rural,<2 hours
394,394,MS,M,19,LE3,T,1,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,Urban,<2 hours
